OBJECTID,AIN,APN,SitusHouseNo,SitusFraction,SitusDirection,SitusUnit,SitusStreet,SitusAddress,SitusCity,SitusZIP,SitusFullAddress,TaxRateArea,TaxRateCity,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,DesignType1,YearBuilt1,EffectiveYear1,Units1,Bedrooms1,Bathrooms1,SQFTmain1,DesignType2,YearBuilt2,EffectiveYear2,Units2,Bedrooms2,Bathrooms2,SQFTmain2,DesignType3,YearBuilt3,EffectiveYear3,Units3,Bedrooms3,Bathrooms3,SQFTmain3,DesignType4,YearBuilt4,EffectiveYear4,Units4,Bedrooms4,Bathrooms4,SQFTmain4,DesignType5,YearBuilt5,EffectiveYear5,Units5,Bedrooms5,Bathrooms5,SQFTmain5,RecDate,RecDocNo,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_RealEstateExemp,Roll_PersPropExemp,Roll_FixtureExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,LastSaleAmount,QualityClass1,QualityClass2,QualityClass3,QualityClass4,QualityClass5,LegalDescLine1,LegalDescLine2,LegalDescLine3,LegalDescLine4,LegalDescLine5,LegalDescLineLast,LegalDescription,SpatialChangeDate,ParcelCreateDate,ParcelTypeCode,Assr_Map,Assr_Index_Map,CENTER_LAT,CENTER_LON,CENTER_X,CENTER_Y,LAT_LON,Fire_Name,* Damage,Structure Category,Total_Units,GlobalID,SHAPE__Area,SHAPE__Length,Tot_SqFt,DINS_Count,LCITY,COMMUNITY,BSD_Tag,,Estimated Property Tax,,,AvgTaxRate (in Decimal | Percent: 1.18%)
97839,4412014019,4412-014-019,631, , , ,HAVERFORD AVE,631 HAVERFORD AVE,LOS ANGELES CA,90272-4311,631 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,131,2011,2011,1,5,5,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151218,1599313,2024,2414562,1104660,0,0,0,0,0,0,2013,2013,20120814,9,D105A,,,,,TRACT # 9300 LOT   21 BLK   23,,,,,,TRACT # 9300 LOT   21 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04182305,-118.5300467,6401089.782,1838025.767,"34.041823, -118.530047",Palisades,Destroyed (>50%),Single Residence,1,bb10fcd3-b370-4da1-9d4d-37d1ee852095,7485.796875,399.0594399,3616,1,Los Angeles,Pacific Palisades,,,28491.83,,,
97840,4412014020,4412-014-020,625, , , ,HAVERFORD AVE,625 HAVERFORD AVE,LOS ANGELES CA,90272-4311,625 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,130,2002,2002,1,5,6,4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171010,1154992,2024,2965828,1211676,0,0,0,0,0,0,2018,2018,20171010,3700037,D10A ,,,,,TRACT # 9300 LOT   22 BLK   23,,,,,,TRACT # 9300 LOT   22 BLK   23,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04168969,-118.530085,6401077.916,1837977.298,"34.041690, -118.530085",Palisades,Destroyed (>50%),Single Residence,1,b9bc7bd8-7635-43f6-a9bf-91a2f9bdb9df,7337.0625,393.1620871,4121,1,Los Angeles,Pacific Palisades,,,34996.77,,,
97841,4412014024,4412-014-024,595, , , ,RADCLIFFE AVE,595 RADCLIFFE AVE,LOS ANGELES CA,90272-4330,595 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1925,1935,1,4,3,2744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180911,924323,2024,406238,257857,0,0,7000,0,0,0,1984,1984,19840514,9,D75C ,,,,,TRACT # 9300 LOT    1 BLK   24,,,,,,TRACT # 9300 LOT    1 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04095048,-118.5309303,6400820.353,1837709.64,"34.040950, -118.530930",Palisades,Destroyed (>50%),Single Residence,1,29c5fa45-8ec9-428a-93c3-29854ebea56c,10661.36719,576.7714427,2744,1,Los Angeles,Pacific Palisades,,,4793.61,,,
97842,4412014025,4412-014-025,601, , , ,RADCLIFFE AVE,601 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,601 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1951,1951,1,3,2,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120306,347850,2024,1290818,322700,0,0,0,0,0,0,2010,2010,20100624,9,D65B ,,,,,TRACT # 9300 LOT    2 BLK   24,,,,,,TRACT # 9300 LOT    2 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04106988,-118.5309571,6400812.439,1837753.134,"34.041070, -118.530957",Palisades,Destroyed (>50%),Single Residence,1,cc8f21e6-2d8a-47e5-8989-76964199d11e,9444.413086,548.0548649,1227,1,Los Angeles,Pacific Palisades,,,15231.65,,,
97843,4412014026,4412-014-026,607, , , ,RADCLIFFE AVE,607 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,607 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1922,1931,1,3,1,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170420,438920,2024,1365392,341347,0,0,7000,0,0,0,2017,2017,20170420,1500015,D65A ,,,,,TRACT # 9300 LOT    3 BLK   24,,,,,,TRACT # 9300 LOT    3 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04118349,-118.5310169,6400794.725,1837794.575,"34.041183, -118.531017",Palisades,Destroyed (>50%),Single Residence,1,3eed91ba-f33d-439e-9e8a-eb069b5adc02,8998.558594,512.6497932,1368,1,Los Angeles,Pacific Palisades,,,16111.63,,,
97844,4412014027,4412-014-027,611, , , ,RADCLIFFE AVE,611 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,611 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,200,2,Residential,Two Units,200,1928,1928,2,4,2,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100305,303255,2024,1161768,153723,0,0,0,0,0,0,2006,2006,20051129,9,D75  ,,,,,TRACT # 9300 LOT    4 BLK   24,,,,,,TRACT # 9300 LOT    4 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04130419,-118.5311017,6400769.242,1837838.634,"34.041304, -118.531102",Palisades,Destroyed (>50%),Single Residence,2,6ff83cd4-82cb-463b-8cb3-7662495b42f9,10661.34863,510.0645722,1524,1,Los Angeles,Pacific Palisades,,,13708.86,,,
97845,4412014028,4412-014-028,619, , , ,RADCLIFFE AVE,619 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,619 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,010V,1,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151230,1639160,2024,3365110,0,0,0,0,0,0,0,2014,2014,20140606,9,,,,,,TRACT # 9300 LOT    5 BLK   24,,,,,,TRACT # 9300 LOT    5 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04144254,-118.5311906,6400742.64,1837889.127,"34.041443, -118.531191",Palisades,No Data/Vacant,,0,036a663f-95f7-4e59-ae1a-91b00600789c,11792.88379,518.1755402,0,,Los Angeles,Pacific Palisades,,,39708.3,,,
97846,4412014029,4412-014-029,623, , , ,RADCLIFFE AVE,623 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,623 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1931,1960,1,4,3,2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20121108,1699090,2024,2211830,663449,0,0,7000,0,0,0,2007,2007,20060908,9,D7B  ,,,,,TRACT # 9300 LOT    6 BLK   24,,,,,,TRACT # 9300 LOT    6 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04160107,-118.5312366,6400728.949,1837946.891,"34.041601, -118.531237",Palisades,Destroyed (>50%),Single Residence,1,2f841cd5-b73e-491b-ae04-bacebeecb800,11766.59473,518.1231028,2522,1,Los Angeles,Pacific Palisades,,,26099.59,,,
97847,4412014030,4412-014-030,629, , , ,RADCLIFFE AVE,629 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,629 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,1922,1985,1,3,4,2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210408,555066,2024,2878037,719509,0,0,7000,0,0,0,2018,2018,20170912,9,D105B,,,,,TRACT # 9300 LOT    7 BLK   24,,,,,,TRACT # 9300 LOT    7 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04176129,-118.5312684,6400719.708,1838005.247,"34.041761, -118.531268",Palisades,Destroyed (>50%),Single Residence,1,1b626c68-b046-433d-82c2-d3a04259d86f,11676.61719,516.9576182,2475,1,Los Angeles,Pacific Palisades,,,33960.84,,,
97848,4412014031,4412-014-031,633, , , ,RADCLIFFE AVE,633 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,633 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1951,1963,1,2,2,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240222,,2024,845941,144279,0,0,0,0,0,0,1989,1989,20240222,9,D75D ,,,,,TRACT # 9300 LOT    8 BLK   24,,,,,,TRACT # 9300 LOT    8 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04192374,-118.5312782,6400716.989,1838064.379,"34.041924, -118.531278",Palisades,Destroyed (>50%),Single Residence,1,0353af40-f671-41c0-bf4b-0c09c469ef5b,11807.12695,518.4656814,1080,1,Los Angeles,Pacific Palisades,,,9982.1,,,
97849,4412014032,4412-014-032,639, , , ,RADCLIFFE AVE,639 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,639 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180222,173857,2024,738852,721895,0,0,0,0,0,0,2012,2020,20110811,9,,,,,,TRACT # 9300 LOT    9 BLK   24,,,,,,TRACT # 9300 LOT    9 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04208704,-118.5312744,6400718.504,1838123.802,"34.042087, -118.531274",Palisades,Destroyed (>50%),Single Residence,1,751f4d3f-7b1b-4e77-b02b-04f94787f442,11787.13867,517.9946667,0,1,Los Angeles,Pacific Palisades,,,8718.45,,,
97850,4412014035,4412-014-035,649, , , ,RADCLIFFE AVE,649 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,649 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1941,1961,1,3,2,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210315,413598,2024,82896,80267,0,0,7000,0,0,0,1975,1975,19710226,9,D7D  ,,,,,TRACT # 9300 LOT   11 BLK   24,,,,,,TRACT # 9300 LOT   11 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.0423927,-118.5311971,6400742.412,1838234.912,"34.042393, -118.531197",Palisades,Destroyed (>50%),Single Residence,1,ee69a160-e6cc-4214-bd13-7f8576e4da65,9849.929688,494.3974238,1914,2,Los Angeles,Pacific Palisades,,,978.17,,,
97851,4412014036,4412-014-036,653, , , ,RADCLIFFE AVE,653 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,653 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,1946,2005,1,4,4,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20060817,1835323,2024,827903,782093,0,0,7000,0,0,0,1989,2009,19880711,0,D9D  ,,,,,TRACT # 9300 LOT   12 BLK   24,,,,,,TRACT # 9300 LOT   12 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04252558,-118.531154,6400755.717,1838283.199,"34.042526, -118.531154",Palisades,Destroyed (>50%),Single Residence,1,026ee68a-30ce-4a84-a5bb-761c750d7bf7,9556.462891,482.5929569,3416,2,Los Angeles,Pacific Palisades,,,9769.26,,,
97852,4412014037,4412-014-037,659, , , ,RADCLIFFE AVE,659 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,659 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1954,1967,1,4,2,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190222,156716,2024,1246737,106039,0,0,0,0,0,0,1990,1990,19900102,9,D7A  ,,,,,TRACT # 9300 LOT   13 BLK   24,,,,,,TRACT # 9300 LOT   13 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04265848,-118.5311111,6400768.956,1838331.495,"34.042658, -118.531111",Palisades,Destroyed (>50%),Single Residence,1,89be8afa-4880-489a-822f-f40e6c08d084,9269.111328,471.0992166,1498,1,Los Angeles,Pacific Palisades,,,14711.5,,,
97853,4412014038,4412-014-038,663, , , ,RADCLIFFE AVE,663 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,663 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1925,1950,1,2,2,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151202,1511587,2024,1856502,464123,0,0,0,0,0,0,2015,2015,20150228,999999999,D9C  ,,,,,TRACT # 9300 LOT   14 BLK   24,,,,,,TRACT # 9300 LOT   14 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04279139,-118.5310683,6400782.192,1838379.794,"34.042791, -118.531068",Palisades,Destroyed (>50%),Single Residence,1,02df736d-5ad1-4d82-8d7a-db15b17067b3,8982.775391,459.6179823,2144,1,Los Angeles,Pacific Palisades,,,21906.72,,,
97854,4412014039,4412-014-039,669, , , ,RADCLIFFE AVE,669 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,669 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,1948,1979,1,3,3,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050303,487745,2024,1222565,405617,0,0,7000,0,0,0,1990,1990,19900110,0,D8   ,,,,,TRACT # 9300 LOT   15 BLK   24,,,,,,TRACT # 9300 LOT   15 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04292429,-118.5310254,6400795.434,1838428.092,"34.042924, -118.531025",Palisades,Destroyed (>50%),Single Residence,1,3fa809a0-b712-4a39-8cc8-2d583ba2165e,8694.587891,448.1168703,2090,1,Los Angeles,Pacific Palisades,,,14426.27,,,
97855,4412014040,4412-014-040,673, , , ,RADCLIFFE AVE,673 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,673 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,110,1954,1954,1,2,1,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211208,1823063,2024,1351187,319589,0,0,0,0,0,0,2022,2022,20211208,9,D6A  ,,,,,TRACT # 9300 LOT   16 BLK   24,,,,,,TRACT # 9300 LOT   16 BLK   24,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04305719,-118.5309825,6400808.676,1838476.387,"34.043057, -118.530983",Palisades,Destroyed (>50%),Single Residence,1,85ee8ce0-7999-4388-a1a0-c33d7989a39c,8407.670898,436.6354284,870,1,Los Angeles,Pacific Palisades,,,15944.01,,,
97856,4412014045,4412-014-045,645, , , ,HAVERFORD AVE,645 HAVERFORD AVE,LOS ANGELES CA,90272-4311,645 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,130,2011,2011,1,4,5,3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180816,828331,2024,1512282,863875,0,0,0,0,0,0,2010,2012,20100115,9,     ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 141 P 97-98 OF PM LOT    A,*TR=PARCEL MAP AS PER BK 141 P 97-98 OF PM LOT    A,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04218389,-118.5298776,6401141.74,1838156.811,"34.042184, -118.529878",Palisades,Destroyed (>50%),Single Residence,1,81d4d946-a60c-4e4b-9cec-5506bd94beaf,8081.422852,410.7972187,3977,1,Los Angeles,Pacific Palisades,,,17844.93,,,
97857,4412014046,4412-014-046,641, , , ,HAVERFORD AVE,641 HAVERFORD AVE,LOS ANGELES CA,90272-4311,641 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1983,1983,1,4,3,2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20210111,45058,2024,884176,233406,0,0,0,0,0,0,1991,1991,19901204,9,D8B  ,,,,,*TR=PARCEL,,,,,MAP AS PER BK 141 P 97-98 OF PM LOT    B,*TR=PARCEL MAP AS PER BK 141 P 97-98 OF PM LOT    B,2/11/2019 10:14,0,0,4412-014,4412-NDX,34.04213028,-118.5300617,6401085.873,1838137.598,"34.042130, -118.530062",Palisades,Destroyed (>50%),Single Residence,1,740d9e91-ab2d-4697-8664-fa0d88ccd19b,6913.097656,499.9156113,2464,1,Los Angeles,Pacific Palisades,,,10433.28,,,
97858,4412014047,4412-014-047,643, , , ,RADCLIFFE AVE,643 RADCLIFFE AVE,LOS ANGELES CA,90272-4332,643 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1949,1988,1,4,4,3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220617,645177,2024,3870288,967572,0,0,0,0,0,0,2022,2022,20220617,4650046,D105D,,,,,TR=9300 LOT 10 BLK 24,,,,,,TR=9300 LOT 10 BLK 24,2/11/2019 10:14,19930302,0,4412-014,4412-NDX,34.04224907,-118.5312519,6400725.634,1838182.731,"34.042249, -118.531252",Palisades,Affected (1-9%),Single Residence,1,82b8d61d-8203-47c4-8a0c-298fc2243847,11789.48633,517.9942776,3023,1,Los Angeles,Pacific Palisades,,,45669.4,,,
97859,4412014048,4412-014-048,608, , , ,RADCLIFFE AVE,608 RADCLIFFE AVE,LOS ANGELES CA,90272-4331,608 RADCLIFFE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,100,2007,2007,1,4,5,3669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20201214,1641950,2024,2731597,1109284,0,0,0,0,0,0,2019,2019,20180731,9,D10C ,,,,,TR=9300,,,,,POR OF LOT 3 AND ALL OF LOT 2 BLK 23,TR=9300 POR OF LOT 3 AND ALL OF LOT 2 BLK 23,2/11/2019 10:14,20050907,0,4412-014,4412-NDX,34.04139055,-118.5304462,6400968.031,1837869.013,"34.041391, -118.530446",Palisades,Destroyed (>50%),Single Residence,1,d4e8907e-1015-4bc8-b2e8-ef289ccbc4d2,5106.051758,290.2574993,3669,1,Los Angeles,Pacific Palisades,,,32232.84,,,
97860,4412014049,4412-014-049,619, , , ,HAVERFORD AVE,619 HAVERFORD AVE,LOS ANGELES CA,90272-4311,619 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,101,1,Residential,Single,133,2007,2007,1,4,5,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240507,,2024,3279548,1246191,0,0,0,0,0,0,2022,2022,20220224,0,D10C ,,,,,TR=9300 LOT 23 BLK 23,,,,,,TR=9300 LOT 23 BLK 23,2/11/2019 10:14,20050907,0,4412-014,4412-NDX,34.04156067,-118.5301032,6401072.12,1837930.374,"34.041561, -118.530103",Palisades,Destroyed (>50%),Single Residence,1,1158a03d-c091-4f93-a85b-ac6dbfb33e30,5902.34082,358.8792427,3815,1,Los Angeles,Pacific Palisades,,,38698.67,,,
97861,4412014050,4412-014-050,613, , , ,HAVERFORD AVE,613 HAVERFORD AVE,LOS ANGELES CA,90272-4311,613 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,100,2007,2007,1,4,5,3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131016,1479563,2024,1981567,1187641,0,0,0,0,0,0,2014,2014,20131016,2637026,D10C ,,,,,TR=9300 LOT 24 BLK 23,,,,,,TR=9300 LOT 24 BLK 23,2/11/2019 10:14,20050907,0,4412-014,4412-NDX,34.0414402,-118.5301417,6401060.246,1837886.595,"34.041440, -118.530142",Palisades,Destroyed (>50%),Single Residence,1,45cf9871-f3e6-43aa-8abb-4ff4bd072a48,5026.339844,320.166278,3630,1,Los Angeles,Pacific Palisades,,,23382.49,,,
97862,4412014051,4412-014-051,607, , , ,HAVERFORD AVE,607 HAVERFORD AVE,LOS ANGELES CA,90272-4311,607 HAVERFORD AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,100,2007,2007,1,3,4,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200819,965465,2024,1910174,1565281,0,0,0,0,0,0,2021,2021,20200819,3275032,D10C ,,,,,TR=9300 LOT 25 BLK 23,,,,,,TR=9300 LOT 25 BLK 23,2/11/2019 10:14,20050907,0,4412-014,4412-NDX,34.04131321,-118.5301884,6401045.843,1837840.458,"34.041313, -118.530188",Palisades,Destroyed (>50%),Single Residence,1,8730db49-968c-435b-9523-4ea38e342628,4069.542969,281.526768,3502,1,Los Angeles,Pacific Palisades,,,22540.05,,,
97863,4412015001,4412-015-001,301, , , ,MOUNT HOLYOKE AVE,301 MOUNT HOLYOKE AVE,LOS ANGELES CA,90272-4602,301 MOUNT HOLYOKE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1950,1977,1,3,4,4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180626,635199,2024,6693113,3235003,0,0,0,0,0,0,2018,2018,20180626,8900089,D9C  ,,,,,TRACT #,9300 LOT COM AT MOST S COR OF LOT 1 BLK,2 TH SW ON A CURVE CONCAVE TO SE RADIUS,"EQUALS 60.53 FT 38 FT TH N 83¢ 49'24""""",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,OF LOT B AND PART OF LOT    1 BLK    2,"TRACT # 9300 LOT COM AT MOST S COR OF LOT 1 BLK 2 TH SW ON A CURVE CONCAVE TO SE RADIUS EQUALS 60.53 FT 38 FT TH N 83¢ 49'24"""" W 74 FT TH N 43¢44'49"""" W 156 FT TH N 64¢44'29"""" E 104.999 FT TH SE TO BEG PART OF LOT B AND PART OF LOT    1 BLK    2",2/11/2019 10:14,0,0,4412-015,4412-NDX,34.03631283,-118.5329728,6400192.747,1836025.207,"34.036313, -118.532973",Palisades,Destroyed (>50%),Single Residence,1,16568525-4273-439b-b92f-3936c69099a9,17437.80371,561.2953102,4797,1,Los Angeles,Pacific Palisades,,,78978.73,,,
97864,4412015002,4412-015-002,307, , , ,MOUNT HOLYOKE AVE,307 MOUNT HOLYOKE AVE,LOS ANGELES CA,90272-4602,307 MOUNT HOLYOKE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1948,1990,1,7,6,4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20220601,586037,2024,3668346,3827735,0,0,7000,0,0,0,2022,2022,20220601,7205072,D9D  ,,,,,TRACT,# 9300 LOT COM AT MOST E COR OF LOT,"1 BLK 2 TH N 31¢12'16"""" W 175 FT TH SW ON",NW LINE OF SD LOT 80 FT TH SE TO MOST S,COR OF SD LOT TH NE ON SE LINE OF SD LOT,55 FT TO BEG PART OF LOT    1 BLK    2,"TRACT # 9300 LOT COM AT MOST E COR OF LOT 1 BLK 2 TH N 31¢12'16"""" W 175 FT TH SW ON NW LINE OF SD LOT 80 FT TH SE TO MOST S COR OF SD LOT TH NE ON SE LINE OF SD LOT 55 FT TO BEG PART OF LOT    1 BLK    2",2/11/2019 10:14,0,0,4412-015,4412-NDX,34.03641563,-118.5327285,6400266.912,1836062.226,"34.036416, -118.532728",Palisades,Destroyed (>50%),Single Residence,1,7fdf9041-d208-4283-b085-a9e399e11416,11808.69824,490.1884218,4336,1,Los Angeles,Pacific Palisades,,,43286.48,,,
97865,4412015003,4412-015-003,313, , , ,MOUNT HOLYOKE AVE,313 MOUNT HOLYOKE AVE,LOS ANGELES CA,90272-4602,313 MOUNT HOLYOKE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1950,1950,1,3,2,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190827,864506,2024,2230143,557534,0,0,0,0,0,0,2017,2017,20170330,9,D8B  ,,,,,TRACT # 9300 LOT    2 BLK    2,,,,,,TRACT # 9300 LOT    2 BLK    2,2/11/2019 10:14,0,0,4412-015,4412-NDX,34.03646752,-118.5325455,6400322.431,1836080.814,"34.036468, -118.532546",Palisades,Destroyed (>50%),Single Residence,1,3157bad4-06f3-411e-b165-d0a4cd6d949e,8029.075195,441.6907641,1772,1,Los Angeles,Pacific Palisades,,,26315.69,,,
97866,4412015004,4412-015-004,319, , , ,MOUNT HOLYOKE AVE,319 MOUNT HOLYOKE AVE,LOS ANGELES CA,90272-4602,319 MOUNT HOLYOKE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,120,1949,1960,1,4,3,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20231031,744042,2024,2330015,676777,0,0,0,0,0,0,2011,2011,20101027,9,D8C  ,,,,,TRACT # 9300 LOT    3 BLK    2,,,,,,TRACT # 9300 LOT    3 BLK    2,2/11/2019 10:14,0,0,4412-015,4412-NDX,34.03654407,-118.5324227,6400359.791,1836108.474,"34.036544, -118.532423",Palisades,Destroyed (>50%),Single Residence,1,9d79dbc8-aba8-4a25-9e0e-28bb18225772,8038.178711,441.6145081,3008,1,Los Angeles,Pacific Palisades,,,27494.18,,,
97867,4412015006,4412-015-006,337, , , ,MOUNT HOLYOKE AVE,337 MOUNT HOLYOKE AVE,LOS ANGELES CA,90272-4602,337 MOUNT HOLYOKE AVE LOS ANGELES CA 90272,67,LOS ANGELES,0,,,100,1,Residential,Single,130,2008,2008,1,4,4,3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140612,610399,2024,746001,752599,0,0,7000,0,0,0,1997,2009,19961023,9,D95C ,,,,,"*LAND DESC IN DOC 0002319, 76-3-18*TR=",,,,,9300*LOT 6 AND POR OF LOT    7 BLK    2,"*LAND DESC IN DOC 0002319, 76-3-18*TR= 9300*LOT 6 AND POR OF LOT    7 BLK    2",2/11/2019 10:14,0,0,4412-015,4412-NDX,34.0368472,-118.5321067,6400456.101,1836218.282,"34.036847, -118.532107",Palisades,Destroyed (>50%),Single Residence,1,15960838-1662-43df-a80f-dbd0cca18595,10580.99414,470.6497065,3983,1,Los Angeles,Pacific Palisades,,,8802.81,,,
